黄忠小区站	104.018684	30.685787
蜀汉路站	104.014702	30.692247
羊犀立交北	104.008509	30.701731
育仁西路口站	104.014214	30.703997
金牛立交南	104.018877	30.705673
茶店子公交站	104.012975	30.704850
桂溪生态公园站	104.065757	30.560442
天府一街吉庆一路口站	104.059870	30.560408
益州大道天府一街口	104.056841	30.561615
锦城公园	104.059544	30.572650
锦城大道益州大道口站	104.057517	30.575460
成汉南路锦城大道口站	104.054726	30.576239
成汉南路锦尚西二路口站	104.054634	30.579363
成汉南路交子大道口站	104.054539	30.583492
成汉中路一医院站	104.054501	30.589015
和盛东街口	104.054482	30.591949
和硕东街站	104.055877	30.594210
益州大道北段站	104.060388	30.595275
益州大道北段北站	104.060516	30.602418
火车南站西路中站	104.059844	30.608855
紫瑞大道神仙树路口站	104.051468	30.608829
地铁神仙树站	104.046745	30.609641
紫瑞大道紫瑞北街口站	104.043816	30.611090
紫瑞大道创业路口站	104.040131	30.612722
高朋大道口站	104.035246	30.615680
地铁高朋大道站	104.032000	30.617794
武阳大道二段站	104.015106	30.632577
武阳大道武侯大道口站	104.014096	30.634792
武阳大道站	104.009811	30.642799
青羊大道南站	104.008194	30.658464
地铁东坡路站	104.007938	30.662496
光华大道口站	104.008397	30.666614
文化宫	104.008804	30.668729
高笋塘路口东站	104.090404	30.691360
二环三友路口站	104.096207	30.688508
桃蹊路西站	104.108533	30.681445
桃蹊路东站	104.111944	30.684635
文德路桃蹊路口站	104.113777	30.686094
文德路中站	104.117031	30.683490
文德路站	104.120927	30.680485
成华大道民兴路口站	104.150836	30.686197
龙潭路	104.165382	30.702153
五桂桥公交站	104.129219	30.636319
迎晖路九寨沟路口	104.133146	30.636728
建材路口站	104.136780	30.636682
迎晖路槐荫路口	104.132881	30.636980
塔子山公园站	104.119415	30.639050
汇源北路站	104.116427	30.638358
通汇街站	104.113806	30.639071
汇泉北路站	104.111801	30.638460
地铁牛市口站	104.107760	30.637921
牛市口站	104.104236	30.640616
牛王庙路口站	104.096596	30.643942
人南立交东站	104.070807	30.620409
人南立交西站	104.060964	30.620148
二环玉林南路口站	104.056099	30.620710
二环神仙树路口站	104.051768	30.622748
永丰立交西站	104.041048	30.627894
长庆东一路北站	104.037005	30.705267
长庆东一路	104.038312	30.703568
长庆路口站	104.040182	30.701720
交大路西站	104.045478	30.700456
西南交大站	104.047911	30.697081
地铁沙湾站	104.050911	30.690687
沙湾路站	104.051679	30.686611
通锦桥站	104.054746	30.679463
同心路口站	104.057128	30.677193
小南街北站	104.055440	30.658075
小南街南	104.053835	30.652190
洗面桥街站	104.055635	30.639793
二环紫荆北路口站	104.055489	30.620683
新光路二环路口站	104.057479	30.617663
桐梓林小区站	104.057582	30.614130
新南天地站	104.059150	30.603068
府城大道益州大道口站	104.058615	30.588782
府城大道一医院站	104.054045	30.588549
国防乐园站	104.036748	30.587263
新园大道站	104.034414	30.581639
地铁双桥路站	104.113589	30.646766
地铁万年场站	104.119327	30.644089
双成五路站	104.123689	30.647053
青龙村站	104.172221	30.646781
蜀王大道北段站	104.172251	30.649847
灵龙路蜀王大道路口站	104.174887	30.652227
和平路灵龙路口站	104.177319	30.651906
石灵中街和平路口站	104.178337	30.649026
石灵上街站	104.181903	30.650325
成都大学后门站	104.185564	30.650864
江华路灵龙路口站	104.185548	30.653110
